Type,ID,Chen,Leo,Samuel & Chayan,,comment,data table,charting tool,chart source,Source Link,Notes,,,
Calendar,3,TRUE,TRUE,TRUE,FALSE,,FALSE,ObservablePlot,,https://observablehq.com/@ee2dev/plot-exploration-how-to-customize-the-calendar-visualizat,,,,
Calendar,4,TRUE,TRUE,TRUE,FALSE, Question: group layout labeled as data encoded,FALSE,ObservablePlot,,https://observablehq.com/@ee2dev/plot-exploration-how-to-customize-the-calendar-visualizat,,,,
Calendar,5,TRUE,TRUE,TRUE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#MultipleCalendarHeatMaps,,,,
Calendar,6,TRUE,TRUE,TRUE,FALSE,,FALSE,AnyChart,,https://www.anychart.com/products/anychart/gallery/Calendar_Chart/GitHub_Contributions.php,,,,
Calendar,7,TRUE,TRUE,TRUE,FALSE,,FALSE,AnyChart,,https://www.anychart.com/products/anychart/gallery/Calendar_Chart/Mike_Bostock_GitHub_Contributions.php?theme=lightGlamour,,,,
Calendar,8,TRUE,TRUE,TRUE,FALSE,,FALSE,D3.js,,https://observablehq.com/@stvkas/streaking-calendar,,,,
Calendar,9,TRUE,TRUE,TRUE,FALSE,,FALSE,Cal-Heatmap,,https://cal-heatmap.com/docs/showcase,,,,
Calendar,10,TRUE,TRUE,TRUE,FALSE,,FALSE,D3.js,,https://observablehq.com/@nyem69/calendar,,,,
Calendar,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,brettkobold.com,https://www.brettkobold.com/9-million-parking-tickets-la/,,,,
Calendar,12,FALSE,FALSE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/highcharts/calendar-heatmap-month,,,,
Calendar,13,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/calendar--basic,,,,
Calendar,14,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/calendar--month-spacing,,,,
Calendar,15,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/timerange--vertical,,,,
Calendar,16,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/timerange--custom-date-range,,,,
Calendar,17,FALSE,FALSE,FALSE,FALSE,,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/calendar,,,,
Calendar,18,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@observablehq/calendar-component,,,,
Calendar,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,github.com,https://github.com/tomkwok/calplot,,,,
Calendar,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,github.com,https://github.com/tomkwok/calplot,,,,
Candlestick Chart,1,TRUE,TRUE,TRUE,FALSE,,FALSE,,https://codepen.io/,https://codepen.io/frederickallen/pen/MZXNVY,,,,
Candlestick Chart,2,TRUE,TRUE,TRUE,FALSE,,FALSE,D3.js,garys-io.github.io,https://garys-io.github.io/garys-io-candlestick-chart-d3/,,,,
Candlestick Chart,3,TRUE,TRUE,TRUE,FALSE,,FALSE,FusionCharts,,https://www.fusioncharts.com/dev/chart-guide/standard-charts/candlestick-chart,,,,
Candlestick Chart,4,TRUE,TRUE,TRUE,FALSE,,FALSE,,https://www.spotfire.com/,https://www.spotfire.com/content/dam/spotfire/images/graphics/inforgraphics/candlestick-chart-example.svg,,,,
Candlestick Chart,5,TRUE,TRUE,TRUE,FALSE,,FALSE,TimeSeries.jl,https://juliastats.org/,https://juliastats.org/TimeSeries.jl/latest/plotting/,,,,
Candlestick Chart,6,TRUE,TRUE,TRUE,FALSE,TBD: boxplot-shape polylines,FALSE,Diagrammm,,https://diagrammm.com/candlestick_chart,,,,
Candlestick Chart,7,TRUE,TRUE,TRUE,FALSE,TBD: encodings for certain marks in each group,FALSE,,en.wikipedia.org,https://en.wikipedia.org/wiki/File:Candlestick_chart_scheme_02-en.svg,,,,
Candlestick Chart,8,TRUE,TRUE,TRUE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/candlestick-chart,,,,
Candlestick Chart,9,TRUE,TRUE,TRUE,FALSE,,FALSE,,https://www.forex.com/,https://www.forex.com/en-us/trading-academy/courses/technical-analysis/key-candlestick-patterns/,,,,
Candlestick Chart,10,TRUE,TRUE,TRUE,FALSE,,FALSE,,https://enrichmoney.in/,https://enrichmoney.in/blog-article/top-5-candlestick-patterns-traders-must-know,,,,
Candlestick Chart,11,FALSE,FALSE,TRUE,FALSE,,FALSE,,jaspersoft.com,https://www.jaspersoft.com/articles/what-is-a-candlestick-chart,,,,
Candlestick Chart,12,FALSE,FALSE,TRUE,FALSE,,FALSE,AMCharts,,https://www.amcharts.com/demos-v4/candlestick-chart-v4/,,,,
Candlestick Chart,13,FALSE,FALSE,TRUE,FALSE,,FALSE,Plotly,,https://plotly.com/javascript/candlestick-charts/,,,,
Candlestick Chart,14,FALSE,FALSE,TRUE,FALSE,,FALSE,Plotly,,https://plotly.com/javascript/candlestick-charts/,,,,
Candlestick Chart,15,FALSE,FALSE,TRUE,FALSE,,FALSE,Plotly,,https://plotly.com/javascript/candlestick-charts/,,,,
Candlestick Chart,16,FALSE,FALSE,FALSE,FALSE,multi-select chart marks,FALSE,Plotly,,https://python-graph-gallery.com/candlestick/,,,,
Candlestick Chart,17,FALSE,FALSE,FALSE,FALSE,chart marks are off gridline,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/candlestick-charts/combo/,,,,
Candlestick Chart,18,FALSE,FALSE,TRUE,FALSE,,FALSE,Plotly,,https://plotly.com/python/candlestick-charts/,,,,
Candlestick Chart,19,FALSE,FALSE,TRUE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/stock/intraday-candlestick,,,,
Candlestick Chart,20,FALSE,FALSE,TRUE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/candlestick_chart.html,,,,
Candlestick Chart,21,FALSE,FALSE,FALSE,FALSE,multi-select chart marks,FALSE,VictoryChart,nearform.com,https://commerce.nearform.com/open-source/victory/docs/victory-candlestick,,,,
Candlestick Chart,22,FALSE,FALSE,FALSE,FALSE,multi-select chart marks,FALSE,Kandy,,https://kotlin.github.io/kandy/kandy/guideCandlestickLayerCustomizationDSL.svg,,,,
Candlestick Chart,23,FALSE,FALSE,FALSE,FALSE,main chart marks are not identified,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/Financial/CandlestickChart,,,,
Candlestick Chart,24,FALSE,FALSE,TRUE,FALSE,,FALSE,Semiotic,,https://semiotic.nteract.io/examples/candlestick-chart,,,,
Circle Packing,1,TRUE,TRUE,FALSE,FALSE,text annotations,FALSE,D3.js,,https://observablehq.com/@danyyyy89/force-simulation-to-visualize-word-cloud,,,,
Circle Packing,2,TRUE,TRUE,FALSE,FALSE,"text annotations, Question: some circles has visible boundaries",FALSE,AMCharts,,https://www.amcharts.com/demos-v4/packed-circle-chart-v4/,,,,
Circle Packing,3,TRUE,TRUE,FALSE,FALSE,text annotations,FALSE,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Bubble_chart_of_programming_paradigms_en.svg,,,,
Circle Packing,4,TRUE,TRUE,FALSE,FALSE,text annotations,FALSE,R,,https://r-graph-gallery.com/circle-packing.html,,,,
Circle Packing,5,TRUE,TRUE,FALSE,FALSE,TBD: for this layered circle packing we may need nested layered groups,FALSE,Vega,,https://vega.github.io/vega/examples/circle-packing/,,,,
Circle Packing,6,TRUE,TRUE,FALSE,FALSE,TBD: for this layered circle packing we may need nested layered groups,FALSE,ZingChart,,https://www.zingchart.com/docs/chart-types/bubble-pack,,,,
Circle Packing,7,TRUE,TRUE,FALSE,FALSE,TBD: for this layered circle packing we may need nested layered groups,FALSE,D3.js,,https://observablehq.com/@d3/pack,,,,
Circle Packing,8,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/bubble-chart,,,,
Circle Packing,9,TRUE,TRUE,FALSE,FALSE,TBD: for this layered circle packing we may need nested layered groups,FALSE,D3.js,,https://observablehq.com/@didoesdigital/d3-circle-packing,,,,
Circle Packing,10,TRUE,TRUE,FALSE,FALSE,text annotations,FALSE,D3.js,,https://observablehq.com/@danielefadda/force-simulation-to-visualize-word-cloud-with-split-versio ,,,,
Circle Packing,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikimedia.org,"https://commons.wikimedia.org/wiki/File:Bubble_chart_showing_the_quantity_of_professions_people,_creating_programming_languages,_have_2020.svg",,,,
Circle Packing,12,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/circle-packing/,,,,
Circle Packing,13,FALSE,FALSE,FALSE,FALSE,,FALSE,,haskell.org,https://hackage.haskell.org/package/circle-packing-0.1.0.6/docs/Optimisation-CirclePacking.html,,,,
Circle Packing,14,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://www.data-to-viz.com/graph/circularpacking.html,,,,
Circle Packing,15,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://d3-graph-gallery.com/circularpacking.html,,,,
Circle Packing,16,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://www.react-graph-gallery.com/circular-packing,,,,
Circle Packing,17,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://www.react-graph-gallery.com/circular-packing,,,,
Circle Packing,18,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://www.d3indepth.com/force-layout/,,,,
Circle Packing,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,components.ai,https://components.ai/circle-packing/4W5Ft2mkvcuFqAJSTTJU,,,,
Circle Packing,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,svend3r.dev,https://svend3r.dev/charts/bubble,,,,
Circle Packing,21,FALSE,FALSE,FALSE,FALSE,,FALSE,,synergycodes.com,https://synergycodes.com/blog/top-types-of-charts-graphs-for-expert-data-visualization/,,,,
Circle Packing,22,FALSE,FALSE,FALSE,FALSE,,FALSE,,digitalmethods.net,https://www.digitalmethods.net/pub/Dmi/WinterSchool2017BeyondTheBubbleEmotions/emotions-all-bubble.svg,,,,
Connected Dot Plot,1,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,https://gist.github.com/,https://bl.ocks.org/maartenzam/6235b42b9f9ec3851c492082957180d8,,,,
Connected Dot Plot,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://insights.datylon.com/stories/n6UJjXcgFI-zC-k7vF1H1g,,,,
Connected Dot Plot,3,TRUE,TRUE,FALSE,FALSE,Question: if a group's layout should be layered? or Glyph?,FALSE,PlotDB,,https://plotdb.com/chart/980/#,,,,
Connected Dot Plot,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/layer_ranged_dot.html,,,,
Connected Dot Plot,5,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/dot-plot,,,,
Connected Dot Plot,6,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@lorenries/political-science-rankings-connected-dot-plot,,,,
Connected Dot Plot,7,TRUE,TRUE,FALSE,FALSE,,FALSE,R,dataviz.unhcr.org,https://dataviz.unhcr.org/tools/r/r_dotplot.html,,,,
Connected Dot Plot,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery#LollipopChart,,,,
Connected Dot Plot,9,TRUE,TRUE,FALSE,FALSE,TBD: multiple axes,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery#DumbbellChart,,,,
Connected Dot Plot,10,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://www.datylon.com/resources/chart-library/dot-plot,,,,
Connected Dot Plot,11,FALSE,FALSE,FALSE,FALSE,,FALSE,ObservablePlot,,https://observablehq.com/plot/marks/dot,,,,
Connected Dot Plot,12,FALSE,FALSE,FALSE,FALSE,,FALSE,Flourish,,https://public.flourish.studio/visualisation/117598/,,,,
Connected Dot Plot,13,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@didoesdigital/1-august-2020-d3-dumbbell-plot,,,,
Connected Dot Plot,14,FALSE,FALSE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/timeline-charts/,,,,
Connected Dot Plot,15,FALSE,FALSE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/wp-content/uploads/2023/05/dumbbell-chart.svg,,,,
Connected Dot Plot,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,ecfr.eu/,https://ecfr.eu/special/sovereignty-index/,,,,
Connected Dot Plot,17,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@stevndegwa/dumbbell-plot,,,,
Connected Dot Plot,18,FALSE,FALSE,FALSE,FALSE,,FALSE,AMCharts,,https://www.amcharts.com/demos-v4/dumbbell-plot-v4/,,,,
Connected Dot Plot,19,FALSE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/dumbbell-plots/,,,,
Connected Dot Plot,20,FALSE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/dumbbell-plots/,,,,
Connected Dot Plot,21,FALSE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#id78,,,,
Connected Scatterplot,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://insights.datylon.com/stories/oqOJDl0RCVUMdGl2dJ1Kuw,,,,
Connected Scatterplot,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#ConnectedScatterplot,,,,
Connected Scatterplot,3,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/connected-scatterplot,,,,
Connected Scatterplot,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/connected_scatterplot.html,,,,
Connected Scatterplot,5,TRUE,TRUE,FALSE,FALSE,,FALSE,Tableau,medium.com,https://medium.com/mlearning-ai/tableau-tutorial-how-to-create-a-connected-scatterplot-12a67f4a6855,,,,
Connected Scatterplot,6,TRUE,TRUE,FALSE,FALSE,,FALSE,Lets-Plot,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html,,,,
Connected Scatterplot,7,TRUE,TRUE,FALSE,FALSE,,FALSE,R,dataviz.unhcr.org,https://dataviz.unhcr.org/tools/r/r_scatterplot_connected.html,,,,
Connected Scatterplot,8,TRUE,TRUE,FALSE,FALSE,,FALSE,R,finnstats.com,https://finnstats.com/index.php/2022/11/16/how-to-make-a-connected-scatter-plot-in-r/,,,,
Connected Scatterplot,9,TRUE,TRUE,FALSE,FALSE,,FALSE,,http://steveharoz.com/,http://steveharoz.com/research/connected_scatterplot/,,,,
Connected Scatterplot,10,TRUE,TRUE,FALSE,FALSE,,FALSE,,http://steveharoz.com/,http://steveharoz.com/research/connected_scatterplot/,,,,
Connected Scatterplot,11,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@nikomccarty/connected-scatterplot-animation-d3,,,,
Connected Scatterplot,12,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@bluecloudmatrix/connected-scatterplot/3,,,,
Connected Scatterplot,13,TRUE,FALSE,FALSE,FALSE,,FALSE,,freerangestats.info,https://freerangestats.info/blog/2016/08/18/dualaxes,,,,
Connected Scatterplot,14,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@nikomccarty/connected-scatterplot-tooltip-d3,,,,
Connected Scatterplot,15,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@andyreagan/connected-scatterplot-gamestonk,,,,
Connected Scatterplot,16,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@observablehq/plot-connected-scatterplot,,,,
Connected Scatterplot,17,TRUE,FALSE,FALSE,FALSE,,FALSE,R,jeffdoser.com,https://www.jeffdoser.com/files/for875/_book/ggplot2,,,,
Connected Scatterplot,18,TRUE,FALSE,FALSE,FALSE,,FALSE,,jeffdoser.com,https://www.jeffdoser.com/files/for875/_book/graphics,,,,
Connected Scatterplot,19,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@lewissmit/connected-scatterplot,,,,
Connected Scatterplot,20,TRUE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@bluecloudmatrix/connected-scatterplot,,,,
Connected Scatterplot,21,TRUE,FALSE,FALSE,FALSE,,FALSE,,urban.org,https://www.urban.org/features/11-charts-about-social-security-disability-insurance-program,,,,
Density plot,1,TRUE,TRUE,FALSE,FALSE,,FALSE,,en.wikipedia.org,https://en.wikipedia.org/wiki/File:Rating_count_density_by_project_quality_assessment.svg,,,,
Density plot,2,TRUE,TRUE,FALSE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/density_plot.html,,,,
Density plot,3,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://d3-graph-gallery.com/graph/density_basic.html,,,,
Density plot,4,TRUE,TRUE,FALSE,FALSE,,FALSE,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Reaction_time_density_plot.svg,,,,
Density plot,5,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/area_density.html,,,,
Density plot,6,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery#DensityPlot,,,,
Density plot,7,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://insights.datylon.com/stories/r5Suw19BKP9CwiaV_xBLqA,,,,
Density plot,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#ridgelinePlot,,,,
Density plot,9,TRUE,TRUE,FALSE,FALSE,,FALSE,R,https://wilkelab.org/,https://wilkelab.org/SDS375/slides/visualizing-distributions-2_files/figure-html/temps_densities_overlapping-1.svg,,,,
Density plot,10,TRUE,TRUE,FALSE,FALSE,,FALSE,R,people.ohio.edu,https://people.ohio.edu/ruhil/RBookNew/05-VisualizingData_files/figure-html/05-VisualizingData-28-1.svg,,,,
Density plot,11,TRUE,TRUE,FALSE,FALSE,,FALSE,R,bookdown.org,https://bookdown.org/max/FES/figures/numeric-kPCA-comparison-1.svg,,,,
Density plot,12,TRUE,FALSE,FALSE,FALSE,,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Wpmed-view-density.svg,,,,
Density plot,13,TRUE,FALSE,FALSE,FALSE,,FALSE,Kandy,github.io,https://kotlin.github.io/kandy/density-plot-guide.html,,,,
Density plot,14,TRUE,FALSE,FALSE,FALSE,,FALSE,Kandy,github.io,https://kotlin.github.io/kandy/area-density-plot.html,,,,
Density plot,15,TRUE,FALSE,FALSE,FALSE,,FALSE,R,lagotto.io,https://www.lagotto.io/examples/2013/12/11/plos-biology-2010-citation-counts/,,,,
Density plot,16,TRUE,FALSE,FALSE,FALSE,,FALSE,Jamovi,readthedocs.io/,https://lsj.readthedocs.io/ar/latest/Ch05/Ch05_Graphics_1.html,,,,
Density plot,17,TRUE,FALSE,FALSE,FALSE,,FALSE,AlgebraOfGraphics.jl,pumas.ai/,https://tutorials.pumas.ai/html/PlottingInJulia/03-AoG-Stats.html,,,,
Density plot,18,TRUE,FALSE,FALSE,FALSE,,FALSE,,rnact.crg.eu,http://rnact.crg.eu/about,,,,
Density plot,19,TRUE,FALSE,FALSE,FALSE,,FALSE,,boelstad.net,https://www.boelstad.net/post/bayesian_statistics_introduction/,,,,
Density plot,20,TRUE,FALSE,FALSE,FALSE,,FALSE,,jadbio.com,https://jadbio.com/case-studies/machine-learning-approach-utilizing-dna-methylation-as-accurate-classifier-of-covid-19-disease-severity/,,,,
Density plot,21,TRUE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#network-diagrams,,,,
Density plot,22,TRUE,FALSE,FALSE,FALSE,,FALSE,Kandy,,https://kotlin.github.io/kandy/kandy/guideDensitySimpleGroupedDensityPlot.svg,,,,
Diverging Stacked Bar Chart,1,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,D3.js,,https://observablehq.com/@d3/diverging-stacked-bar-chart,,,,
Diverging Stacked Bar Chart,2,TRUE,TRUE,TRUE,FALSE,,FALSE,Plotly,,https://plotly.com/javascript/bar-charts/#diverging-bar-chart,,,,
Diverging Stacked Bar Chart,3,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/bar_diverging_stack_population_pyramid.html,,,,
Diverging Stacked Bar Chart,4,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#DivergingBarChart,,,,
Diverging Stacked Bar Chart,5,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/bar_diverging_stack_transform.html,,,,
Diverging Stacked Bar Chart,6,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Datylon,,https://insights.datylon.com/stories/vyl9HVKNAlSO7vbXR6pJCw,,,,
Diverging Stacked Bar Chart,7,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Datylon,,https://insights.datylon.com/stories/vlnwCk-K4g0kkrdtGSVC1Q,,,,
Diverging Stacked Bar Chart,8,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,Datylon,,https://insights.datylon.com/stories/jxgTr06G-ndlbUbkbZpEtw,,,,
Diverging Stacked Bar Chart,9,TRUE,TRUE,TRUE,FALSE,,FALSE,AnyChart,,https://www.anychart.com/products/anychart/gallery/Bar_Charts/Stacked_Bar_Chart_with_Negative_Values.php,,,,
Diverging Stacked Bar Chart,10,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,ElmPackage,,https://package.elm-lang.org/packages/gampleman/elm-visualization/latest/Shape,,,,
Diverging Stacked Bar Chart,11,TRUE,TRUE,TRUE,FALSE,,FALSE,C3.js,,https://c3js.org/samples/chart_bar_stacked.html,,,,
Diverging Stacked Bar Chart,12,TRUE,TRUE,TRUE,FALSE,constraint,FALSE,,www.mckinsey.com,https://www.mckinsey.com/featured-insights/2020-year-in-review/a-tale-of-2020-in-20-mckinsey-charts,,,,
Diverging Stacked Bar Chart,13,FALSE,FALSE,TRUE,FALSE,,FALSE,Datylon,,https://www.datylon.com/resources/chart-library/diverging-bar-chart,,,,
Diverging Stacked Bar Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://analysisfunction.civilservice.gov.uk/policy-store/data-visualisation-charts/,,,,
Diverging Stacked Bar Chart,15,FALSE,FALSE,TRUE,FALSE,"Can't label legend and labeling error in x, y axis",FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/bar-charts/,,,,
Diverging Stacked Bar Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,mongabay.com,https://viz.mongabay.com/docs/charts/03-examples.html,,,,
Diverging Stacked Bar Chart,17,FALSE,FALSE,TRUE,FALSE,,FALSE,,gov.au,https://www.rba.gov.au/publications/bulletin/2022/sep/trends-in-australian-banks-bond-issuance.html,,,,
Diverging Stacked Bar Chart,18,FALSE,FALSE,TRUE,FALSE,,FALSE,,stata.com,https://www.stata.com/support/faqs/graphics/gph/graphdocs/horizontal-overlaid-twoway-bar-plots/,,,,
Diverging Stacked Bar Chart,19,FALSE,FALSE,TRUE,FALSE,,FALSE,,codesandbox.io,https://codesandbox.io/p/sandbox/diverging-stacked-bar-chart-b4m9q?file=%2Fsrc%2Findex.js,,,,
Diverging Stacked Bar Chart,20,FALSE,FALSE,TRUE,FALSE,,FALSE,ObservablePlot,,https://observablehq.com/@thevictorian/diverging-stacked-bar-chart,,,,
Diverging Stacked Bar Chart,21,FALSE,FALSE,TRUE,FALSE,multi line select,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/bar--diverging-stacked,,,,
Diverging Stacked Bar Chart,22,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://www.cnb.cz/en/monetary-policy/monetary-policy-reports/boxes-and-articles/Measuring-the-risk-of-a-wage-price-spiral/,,,,
Diverging Stacked Bar Chart,23,FALSE,FALSE,TRUE,FALSE,can't label axis/multi character select,FALSE,Matplotlib,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#line-plot,,,,
Diverging Stacked Bar Chart,24,FALSE,FALSE,TRUE,FALSE,can't label axis,FALSE,Matplotlib,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#matplotlib-seaborn,,,,
Diverging Stacked Bar Chart,25,FALSE,FALSE,FALSE,FALSE,"multi element, can't label axis",FALSE,Lets-Plot,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#id90,,,,
Diverging Stacked Bar Chart,26,FALSE,FALSE,TRUE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/bar/,,,,
Donut Chart,1,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Datylon,,https://insights.datylon.com/stories/sfoIRoAR3q-oB0eCyTFB0w,,,,
Donut Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/PieSunburst/DonutChartWithLabels,,,,
Donut Chart,3,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,D3.js,,https://bl.ocks.org/mbostock/3887193,,,,
Donut Chart,4,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Datylon,,https://www.datylon.com/resources/chart-library/donut-chart,,,,
Donut Chart,5,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/pie-charts/,,,,
Donut Chart,6,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Donut-Chart.svg,,,,
Donut Chart,7,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,D3.js,,https://observablehq.com/@thetylerwolf/day-6-donut-chart,,,,
Donut Chart,8,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,GoogleChart,,https://developers.google.com/chart/interactive/docs/gallery/piechart#donut,,,,
Donut Chart,9,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/pie-charts/donut-with-pattern/,,,,
Donut Chart,10,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Vega Lite,,https://vega.github.io/vega/examples/donut-chart/,,,,
Donut Chart,11,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Datylon,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization#donut-chart,,,,
Donut Chart,12,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,https://accessibility.pearson.com/,https://accessibility.pearson.com/resources/dataviz/,,,,
Donut Chart,13,TRUE,FALSE,FALSE,FALSE,,FALSE,High Charts,,https://nivo.rocks/storybook/?path=/story/pie--fancy-slices,,,,
Donut Chart,14,TRUE,FALSE,FALSE,FALSE,,FALSE,High Charts,,https://www.highcharts.com/demo/highcharts/pie-donut,,,,
Donut Chart,15,TRUE,FALSE,FALSE,FALSE,,FALSE,R,,https://dataviz.unhcr.org/tools/r/r_donut_chart.html,,,,
Donut Chart,16,TRUE,FALSE,FALSE,FALSE,,FALSE,,wikimedia.org,https://commons.wikimedia.org/wiki/File:Icons8_flat_doughnut_chart.svg,,,,
